episode,observation,action,reward,next_observation,done,step_duration,agent
1,"[ 0.2584457   0.20632409 -0.8033304   0.05942294  0.4190427  -0.27081874
  0.8554661  -0.5862102   0.20755258  0.59803903 -0.17645292 -0.3173539
  0.2501241   0.71117604 -0.6910416  -0.1734375 ]",0,10.0,"[-0.6860382  -0.04230164 -0.97978336 -0.25793096  0.59549564  0.04653514
  1.031919   -0.2688563   0.3840055   0.91539294  0.17645292  0.3173539
  0.426577    1.0285299  -0.6910416  -0.1734375 ]",False,0.0002849102020263672,adversary_1
1,"[ 0.19383429  0.15474306 -0.77748585  0.08005535  0.39319813 -0.29145116
  0.82962155 -0.6068426   0.18770792  0.59540224 -0.27090132 -0.34221646
  0.15517536  0.6731999  -0.10371958 -0.09137961]",3,10.0,"[-0.51452863  0.26827377 -1.0483872  -0.2621611   0.66409945  0.05076531
  1.1005229  -0.26462615  0.45860922  0.93761873  0.27090132  0.34221646
  0.42607665  1.0154164  -0.10371958 -0.09137961]",False,0.0002880096435546875,adversary_1
1,"[ 0.14537571 -0.1839427  -0.7581024   0.09552965  0.3738147  -0.30692548
  0.8102381  -0.6223169   0.17136826  0.5895548  -0.3417376  -0.3308634
  0.12541997  0.64858764  0.16529077  0.3067191 ]",0,10.0,"[-0.08589648  0.20120533 -1.09984    -0.23533374  0.71555233  0.02393793
  1.1519758  -0.2914535   0.51310587  0.9204182   0.3417376   0.3308634
  0.46715757  0.979451    0.16529077  0.3067191 ]",False,0.0002849102020263672,adversary_1
1,"[ 0.10903179 -0.13795702 -0.74356484  0.07713538  0.35927713 -0.28853118
  0.79570055 -0.6039226   0.20480548  0.5776438  -0.36486483 -0.2923486
  0.12741147  0.6976538  -0.58432746  0.626127  ]",4,0.0,"[-0.06442236  0.45090398 -1.1084297  -0.21521321  0.72414196  0.00381739
  1.1605654  -0.31157404  0.5696703   0.86999243  0.36486483  0.2923486
  0.49227628  0.9900024  -0.58432746  0.626127  ]",False,0.0002789497375488281,adversary_1
1,"[ 0.08177384  0.19653223 -0.73266166  0.06333968  0.34837395 -0.27473548
  0.7847974  -0.59012693  0.2779797   0.53730094 -0.38221022 -0.23346248
  0.05807555  0.7740622  -0.8382456   0.46959525]",3,0.0,"[-0.04831677  0.638178   -1.1148719  -0.1701228   0.7305842  -0.04127301
  1.1670076  -0.35666445  0.6601899   0.7707634   0.38221022  0.23346248
  0.44028577  1.0075247  -0.8382456   0.46959525]",False,0.0002810955047607422,adversary_1
1,"[ 0.06133038 -0.15260082 -0.72448426  0.0829929   0.34019658 -0.2943887
  0.77662    -0.60978013  0.3614574   0.47765592 -0.3952193  -0.18929791
 -0.03392639  0.8013685  -0.2286842   0.35219646]",2,0.0,"[-0.03623758  0.7786335  -1.1197037  -0.106305    0.7354159  -0.1050908
  1.1718392  -0.42048225  0.75667673  0.6669538   0.3952193   0.18929791
  0.3612929   0.9906664  -0.2286842   0.35219646]",False,0.0003440380096435547,adversary_1
1,"[ 0.34599778 -0.11445062 -0.71835124  0.06773282  0.33406353 -0.27912864
  0.77048695 -0.5945201   0.4240657   0.46292216 -0.4049761  -0.09617448
 -0.06292785  0.85184824 -0.5715132   0.26414734]",3,0.0,"[-0.02717818  0.28397512 -1.1233274  -0.02844165  0.73903966 -0.18295416
  1.175463   -0.49834558  0.8290418   0.55909663  0.4049761   0.09617448
  0.34204823  0.9480227  -0.5715132   0.26414734]",False,0.00028228759765625,adversary_1
1,"[ 0.25949833 -0.38583797 -0.68375146  0.05628776  0.29946375 -0.26768357
  0.73588717 -0.583075    0.44102192  0.4818718  -0.4422937  -0.0563319
 -0.15467894  0.88970804 -0.42863485 -0.2018895 ]",0,0.0,"[-3.2038364e-01  2.1298134e-01 -1.1260452e+00 -4.4142933e-05
  7.4175745e-01 -2.1135166e-01  1.1781808e+00 -5.2674311e-01
  8.8331562e-01  5.3820372e-01  4.4229370e-01  5.6331903e-02
  2.8761473e-01  9.4603992e-01 -4.2863485e-01 -2.0188950e-01]",False,0.00029206275939941406,adversary_1
1,"[ 0.19462375 -0.28937846 -0.6578016   0.01770396  0.27351394 -0.22909977
  0.70993733 -0.54449123  0.42373908  0.52608407 -0.5002819   0.00355003
 -0.22349226  0.90810287 -0.32147613 -0.5514171 ]",2,0.0,"[-0.24028772  0.45973602 -1.1580836   0.02125399  0.77379584 -0.2326498
  1.2102191  -0.5480412   0.92402095  0.5225341   0.5002819  -0.00355003
  0.27678964  0.9045528  -0.32147613 -0.5514171 ]",False,0.000331878662109375,adversary_1
1,"[ 0.44596782 -0.21703386 -0.6383393  -0.01123389  0.25405157 -0.20016192
  0.6904749  -0.51555336  0.38077694  0.55924326 -0.54377306  0.07846148
 -0.27510226  0.881899    0.15889288 -0.41356283]",0,0.0,"[-0.18021579  0.04480201 -1.1821123   0.06722759  0.79782456 -0.2786234
  1.2342479  -0.5940148   0.92455     0.4807818   0.54377306 -0.07846148
  0.26867077  0.80343753  0.15889288 -0.41356283]",False,0.0002849102020263672,adversary_1
1,"[ 0.33447587 -0.1627754  -0.5937425  -0.03293727  0.20945477 -0.17845854
  0.64587814 -0.49385     0.31855536  0.6141127  -0.6063914   0.10464507
 -0.30380976  0.8622461   0.11916967 -0.31017214]",1,0.0,"[-0.43516186  0.0336015  -1.2001339   0.07170779  0.81584615 -0.28310362
  1.2522695  -0.59849507  0.9249467   0.5094676   0.6063914  -0.10464507
  0.30258164  0.757601    0.11916967 -0.31017214]",False,0.0002779960632324219,adversary_1
1,"[-0.05379827 -0.11811528 -0.5602949  -0.04921481  0.17600718 -0.162181
  0.6124306  -0.47757244  0.27188915  0.65526474 -0.68335515  0.12428275
 -0.32534036  0.8475064   0.48937726 -0.2326291 ]",1,0.0,"[-0.6263714   0.02520113 -1.2436501   0.07506794  0.85936236 -0.28646377
  1.2957858  -0.6018552   0.9552443   0.53098196  0.68335515 -0.12428275
  0.3580148   0.7232237   0.48937726 -0.2326291 ]",False,0.0002841949462890625,adversary_1
1,"[-0.6026301   0.1530915  -0.5656747  -0.06102634  0.181387   -0.15036947
  0.61781037 -0.46576092  0.26735502  0.65573215 -0.7406125   0.13861439
 -0.27102283  0.83605504 -0.03296706 -0.17447183]",4,0.0,"[-0.76977855  0.01890085 -1.3062872   0.07758806  0.9219995  -0.28898385
  1.3584229  -0.6043753   1.0079675   0.51711774  0.7406125  -0.13861439
  0.46958965  0.6974407  -0.03296706 -0.17447183]",False,0.00029015541076660156,adversary_1
1,"[-0.74991685  0.6615321  -0.62593776 -0.04571719  0.24165002 -0.16567862
  0.6780734  -0.48107007  0.32018256  0.6019149  -0.7573273   0.12519532
 -0.21405652  0.8032987  -0.4247253  -0.13085386]",4,0.0,"[-0.5773339   0.01417563 -1.383265    0.07947814  0.99897736 -0.29087394
  1.4354007  -0.60626537  1.0775099   0.47671956  0.7573273  -0.12519532
  0.5432708   0.6781034  -0.4247253  -0.13085386]",False,0.0002779960632324219,adversary_1
1,"[-0.56243765  0.7961491  -0.7009294   0.02043602  0.31664172 -0.23183183
  0.7530651  -0.54722327  0.38959762  0.5368806  -0.74006903  0.06045968
 -0.18153736  0.7240601  -0.31854397 -0.4981404 ]",0,0.0,"[-0.43300042  0.01063173 -1.4409984   0.08089571  1.0567107  -0.29229152
  1.4931341  -0.60768294  1.1296667   0.47642094  0.74006903 -0.06045968
  0.5585317   0.66360044 -0.31854397 -0.4981404 ]",False,0.0002770423889160156,adversary_1
2,"[ 0.          0.          0.05341188 -0.49543718 -0.66982317 -0.15947293
 -0.707262    0.41661862 -0.730244   -0.3688756   0.8010189  -0.03036763
 -0.98901784  0.38681462  0.          0.        ]",4,0.0,"[ 0.          0.          0.8544308  -0.5258048  -1.4708421  -0.1291053
 -1.5082809   0.44698623 -1.5312629  -0.33850795 -0.8010189   0.03036763
 -1.7900368   0.41718224  0.          0.        ]",False,0.0004930496215820312,adversary_1
2,"[ 0.0000000e+00  3.0000001e-01  5.3411879e-02 -4.9543718e-01
 -6.6982317e-01 -1.5947293e-01 -7.0726198e-01  4.1661862e-01
 -7.3024398e-01 -3.6887559e-01  8.0101889e-01 -3.0367628e-02
 -9.8901784e-01  3.8681462e-01 -4.0000001e-01 -3.5309516e-18]",2,0.0,"[ 0.0000000e+00 -3.0000001e-01  8.5443079e-01 -5.2580482e-01
 -1.4708421e+00 -1.2910530e-01 -1.5082809e+00  4.4698623e-01
 -1.5312629e+00 -3.3850795e-01 -8.0101889e-01  3.0367628e-02
 -1.7900368e+00  4.1718224e-01 -4.0000001e-01 -3.5309516e-18]",False,0.000392913818359375,adversary_1
2,"[ 3.0000001e-01  2.2499999e-01  5.3411879e-02 -4.6543717e-01
 -6.6982317e-01 -1.8947293e-01 -7.0726198e-01  3.8661861e-01
 -7.7606118e-01 -4.5369399e-01  8.0101889e-01 -9.0367630e-02
 -1.0290179e+00  3.5681462e-01 -6.9999999e-01 -6.1791653e-18]",0,0.0,"[ 3.0000001e-01 -2.2499999e-01  8.5443079e-01 -5.5580479e-01
 -1.4708421e+00 -9.9105299e-02 -1.5082809e+00  4.7698623e-01
 -1.5770801e+00 -3.6332634e-01 -8.0101889e-01  9.0367630e-02
 -1.8300368e+00  4.4718224e-01 -6.9999999e-01 -6.1791653e-18]",False,0.00038886070251464844,adversary_1
2,"[ 2.2499999e-01  1.6875000e-01  8.3411880e-02 -4.4293717e-01
 -6.9982320e-01 -2.1197292e-01 -7.3726195e-01  3.6411861e-01
 -8.2624137e-01 -5.7212615e-01  8.0101889e-01 -1.3536763e-01
 -1.1290178e+00  3.3431461e-01 -1.2500000e-01 -4.6343741e-18]",2,0.0,"[-7.5000003e-02 -1.6875000e-01  8.8443077e-01 -5.7830477e-01
 -1.5008421e+00 -7.6605298e-02 -1.5382808e+00  4.9948624e-01
 -1.6272603e+00 -4.3675852e-01 -8.0101889e-01  1.3536763e-01
 -1.9300368e+00  4.6968225e-01 -1.2500000e-01 -4.6343741e-18]",False,0.0003399848937988281,adversary_1
2,"[ 4.6875000e-01  1.2656251e-01  1.0591188e-01 -4.2606217e-01
 -7.2232318e-01 -2.2884792e-01 -7.5976199e-01  3.4724361e-01
 -8.6387652e-01 -6.6095036e-01  7.7101892e-01 -1.6911763e-01
 -1.1640179e+00  3.1743962e-01 -9.3750000e-02 -3.4757807e-18]",1,0.0,"[-5.6249999e-02  1.7343751e-01  8.7693077e-01 -5.9517980e-01
 -1.4933420e+00 -5.9730299e-02 -1.5307809e+00  5.1636124e-01
 -1.6348954e+00 -4.9183270e-01 -7.7101892e-01  1.6911763e-01
 -1.9350368e+00  4.8655725e-01 -9.3750000e-02 -3.4757807e-18]",False,0.0003001689910888672,adversary_1
2,"[ 0.0515625   0.09492187  0.15278688 -0.41340593 -0.7691982  -0.24150418
 -0.806637    0.33458737 -0.92210287 -0.7275685   0.7185189  -0.16443013
 -1.2202679   0.30478337 -0.0703125   0.4       ]",1,0.0,"[-0.3421875   0.13007812  0.8713058  -0.57783604 -1.4877172  -0.07707405
 -1.5251559   0.49901748 -1.6406218  -0.56313837 -0.7185189   0.16443013
 -1.9387867   0.4692135  -0.0703125   0.4       ]",False,0.0002751350402832031,adversary_1
2,"[-0.26132813  0.07119141  0.15794313 -0.40391374 -0.7743544  -0.25099635
 -0.8117932   0.32509518 -0.9057726  -0.7775321   0.6791439  -0.16091451
 -1.2324554   0.33529118 -0.05273438  0.3       ]",0,0.0,"[-0.2566406  -0.20244141  0.83708704 -0.5648282  -1.4534984  -0.09008186
 -1.4909371   0.4860097  -1.5849166  -0.6166176  -0.6791439   0.16091451
 -1.9115993   0.4962057  -0.05273438  0.3       ]",False,0.00027298927307128906,adversary_1
2,"[-0.19599609  0.05339355  0.13181032 -0.3967946  -0.74822164 -0.2581155
 -0.7856604   0.31797603 -0.863525   -0.7850048   0.6796127  -0.18827778
 -1.211596    0.35817203 -0.03955078  0.625     ]",1,0.0,"[-0.19248047  0.14816895  0.811423   -0.58507234 -1.4278343  -0.06983772
 -1.465273    0.50625384 -1.5431377  -0.596727   -0.6796127   0.18827778
 -1.8912086   0.54644984 -0.03955078  0.625     ]",False,0.0002837181091308594,adversary_1
2,"[-0.44699708  0.04004516  0.11221071 -0.39145523 -0.728622   -0.26345485
 -0.7660608   0.31263667 -0.8318392  -0.82060933  0.67996424 -0.17880024
 -1.1959515   0.41533267 -0.4296631   0.46875   ]",2,0.0,"[-0.14436035  0.11112671  0.79217494 -0.57025546 -1.4085863  -0.08465461
 -1.446025    0.49143693 -1.5118034  -0.6418091  -0.67996424  0.17880024
 -1.8759156   0.59413296 -0.4296631   0.46875   ]",False,0.0002770423889160156,adversary_1
2,"[-0.0352478   0.03003388  0.067511   -0.38745072 -0.6839223  -0.26745936
 -0.7213611   0.30863217 -0.77807486 -0.8773127   0.7102279  -0.17169209
 -1.194218    0.45820317 -0.7222473   0.3515625 ]",0,0.0,"[-0.10827027 -0.21665497  0.7777389  -0.5591428  -1.3941503  -0.09576728
 -1.431589    0.48032424 -1.4883028  -0.70562065 -0.7102279   0.17169209
 -1.904446    0.62989527 -0.7222473   0.3515625 ]",False,0.0002789497375488281,adversary_1
2,"[-0.02643585  0.02252541  0.06398622 -0.38444734 -0.6803975  -0.27046275
 -0.7178363   0.30562878 -0.76775163 -0.94984025  0.7029257  -0.19636098
 -1.262918    0.49035603 -0.54168546  0.66367185]",0,0.0,"[-0.3812027  -0.16249123  0.76691186 -0.5808083  -1.3833232  -0.07410179
 -1.420762    0.5019897  -1.4706773  -0.7534793  -0.7029257   0.19636098
 -1.9658437   0.68671703 -0.54168546  0.66367185]",False,0.00027489662170410156,adversary_1
2,"[-0.01982689  0.01689405  0.06134263 -0.3821948  -0.6777539  -0.2727153
 -0.71519274  0.30337623 -0.7300092  -1.004236    0.667449   -0.21486264
 -1.314443    0.55447066 -0.00626411  0.49775392]",0,0.0,"[-0.28590202 -0.12186842  0.7287916  -0.5970574  -1.3452029  -0.05785267
 -1.3826417   0.51823884 -1.3974582  -0.7893733  -0.667449    0.21486264
 -1.981892    0.7693333  -0.00626411  0.49775392]",False,0.00029277801513671875,adversary_1
2,"[-0.01487017  0.01267054  0.05935995 -0.38050538 -0.67577124 -0.2744047
 -0.71321005  0.30168682 -0.7017024  -1.0450326   0.6408415  -0.22873889
 -1.3130867   0.60255665 -0.00469809 -0.02668457]",1,0.0,"[-0.21442652  0.20859869  0.7002014  -0.6092443  -1.3166127  -0.04566582
 -1.3540515   0.5304257  -1.3425438  -0.8162938  -0.6408415   0.22873889
 -1.9539281   0.83129555 -0.00469809 -0.02668457]",False,0.00028705596923828125,adversary_1
2,"[-0.31115264  0.00950291  0.05787293 -0.37923834 -0.6742842  -0.27567175
 -0.711723    0.30041978 -0.68047225 -1.1056303   0.62088585 -0.20914607
 -1.3120695   0.59862113 -0.00352356 -0.42001343]",3,0.0,"[ 0.13918011  0.15644902  0.67875874 -0.5883844  -1.2951701  -0.06652569
 -1.3326088   0.50956583 -1.3013581  -0.89648414 -0.62088585  0.20914607
 -1.9329553   0.8077672  -0.00352356 -0.42001343]",False,0.0002770423889160156,adversary_1
2,"[-0.23336446 -0.29287282  0.02675766 -0.37828803 -0.643169   -0.27662206
 -0.68060774  0.29946947 -0.6345497  -1.1510785   0.6659191  -0.19445147
 -1.2813066   0.55566955 -0.00264267 -0.71501005]",1,0.0,"[ 0.10438509 -0.18266325  0.6926768  -0.5727395  -1.3090881  -0.08217059
 -1.3465269   0.49392095 -1.3004688  -0.95662695 -0.6659191   0.19445147
 -1.9472257   0.750121   -0.00264267 -0.71501005]",False,0.0002770423889160156,adversary_1
2,"[-0.47502336 -0.21965462  0.00342122 -0.4075753  -0.6198325  -0.24733478
 -0.6572713   0.32875675 -0.6001077  -1.1251645   0.69969404 -0.18343051
 -1.2582344   0.5134558  -0.001982   -0.13625756]",3,0.0,"[ 0.07828882  0.16300257  0.7031153  -0.5910058  -1.3195266  -0.06390427
 -1.3569654   0.51218724 -1.2998018  -0.941734   -0.69969404  0.18343051
 -1.9579284   0.6968863  -0.001982   -0.13625756]",False,0.0002770423889160156,adversary_1
2,"[-0.3562675  -0.46474096 -0.04408112 -0.42954078 -0.5723302  -0.2253693
 -0.609769    0.35072222 -0.5442763  -1.1057291   0.75502527 -0.14516479
 -1.2109302   0.5217955  -0.0014865  -0.10219316]",3,0.0,"[ 3.5871661e-01  1.2225193e-01  7.1094418e-01 -5.7470554e-01
 -1.3273555e+00 -8.0204524e-02 -1.3647943e+00  4.9588701e-01
 -1.2993015e+00 -9.6056432e-01 -7.5502527e-01  1.4516479e-01
 -1.9659555e+00  6.6696030e-01 -1.4865038e-03 -1.0219316e-01]",False,0.0002760887145996094,adversary_1
2,"[-0.26720065 -0.6485557  -0.07970787 -0.47601488 -0.5367034  -0.17889522
 -0.5741422   0.39719632 -0.4724027  -1.0611526   0.82652366 -0.08646549
 -1.1754521   0.5580503  -0.40111488 -0.07664488]",3,0.0,"[-0.03096254  0.09168895  0.7468158  -0.5624804  -1.3632271  -0.09242972
 -1.4006659   0.48366183 -1.2989264  -0.9746871  -0.82652366  0.08646549
 -2.0019758   0.64451575 -0.40111488 -0.07664488]",False,0.00028395652770996094,adversary_1
2,"[-0.20040047 -0.78641677 -0.10642793 -0.5408704  -0.50998336 -0.11403964
 -0.5474222   0.4620519  -0.4184975  -1.0277202   0.8501475  -0.01244103
 -1.1888436   0.61524135 -0.30083615  0.34251633]",0,0.0,"[-0.02322191  0.06876671  0.7437196  -0.55331147 -1.3601309  -0.10159861
 -1.3975697   0.4744929  -1.268645   -1.0152792  -0.8501475   0.01244103
 -2.038991    0.6276824  -0.30083615  0.34251633]",False,0.0002753734588623047,adversary_1
2,"[-0.15030035 -0.5898126  -0.12646797 -0.61951214 -0.48994333 -0.03539796
 -0.52738214  0.5406936  -0.4080686  -0.9726458   0.8678653   0.07307732
 -1.1988871   0.7281347  -0.22562712  0.25688726]",0,0.0,"[ 0.28258356  0.05157503  0.7413974  -0.5464348  -1.3578087  -0.10847528
 -1.3952475   0.46761626 -1.275934   -1.0457232  -0.8678653  -0.07307732
 -2.0667524   0.6550574  -0.22562712  0.25688726]",False,0.0002720355987548828,adversary_1
2,"[-0.11272527 -0.44235945 -0.14149801 -0.6784934  -0.47491327  0.0235833
 -0.5123521   0.5996748  -0.40024695 -0.9613401   0.91115373  0.13721609
 -1.2064198   0.81280464 -0.16922034 -0.20733456]",3,0.0,"[ 0.21193768 -0.2613187   0.7696557  -0.5412773  -1.386067   -0.11363279
 -1.4235058   0.46245876 -1.3114007  -1.0985562  -0.91115373 -0.13721609
 -2.1175735   0.6755886  -0.16922034 -0.20733456]",False,0.0003991127014160156,adversary_1
2,"[-0.08454395 -0.6317696  -0.15277053 -0.7227293  -0.46364075  0.06781924
 -0.50107956  0.64391077 -0.3943807  -0.9828608   0.94362     0.15532015
 -1.2120694   0.83630717 -0.12691526  0.24449909]",3,0.0,"[ 0.15895326  0.10401095  0.7908495  -0.56740916 -1.4072608  -0.08750091
 -1.4446996   0.48859063 -1.3380008  -1.138181   -0.94362    -0.15532015
 -2.1556895   0.680987   -0.12691526  0.24449909]",False,0.0003528594970703125,adversary_1
2,"[-0.06340797 -0.7738272  -0.16122493 -0.7859063  -0.45518637  0.1309962
 -0.49262515  0.70708776 -0.389981   -0.96900135  0.9679698   0.22889821
 -1.2163064   0.92393404 -0.09518644 -0.21662569]",1,0.0,"[ 0.11921494  0.07800822  0.8067448  -0.5570081  -1.4231561  -0.09790201
 -1.4605949   0.47818953 -1.3579508  -1.1978996  -0.9679698  -0.22889821
 -2.1842763   0.6950358  -0.09518644 -0.21662569]",False,0.00028014183044433594,adversary_1
2,"[-0.34755597 -0.58037037 -0.16756573 -0.863289   -0.44884557  0.20837891
 -0.48628438  0.78447044 -0.38668123 -0.9586067   0.98623204  0.31408176
 -1.2194843   0.9796542  -0.47138983 -0.16246927]",4,0.0,"[ 0.08941121  0.05850616  0.81866634 -0.54920727 -1.4350777  -0.10570283
 -1.4725164   0.4703887  -1.3729132  -1.2726885  -0.98623204 -0.31408176
 -2.2057164   0.6655724  -0.47138983 -0.16246927]",False,0.0002830028533935547,adversary_1
2,"[-0.26066697 -0.1352778  -0.20232134 -0.92132604 -0.41408998  0.26641595
 -0.45152876  0.8425075  -0.3542064  -0.9508108   1.0299288   0.3779694
 -1.2318677   1.0214443   0.04645763 -0.12185195]",4,0.0,"[ 0.3670584   0.04387962  0.82760745 -0.54335666 -1.4440187  -0.11155345
 -1.4814575   0.4645381  -1.3841351  -1.3287802  -1.0299288  -0.3779694
 -2.2617965   0.6434749   0.04645763 -0.12185195]",False,0.000286102294921875,adversary_1
3,"[ 0.          0.         -0.22639464  0.7772995   0.88562906 -1.3437631
 -0.11675486 -0.63611376 -0.22150889 -0.40959904 -0.07089943 -1.1824754
  0.53405166 -0.84003437  0.          0.        ]",0,0.0,"[ 0.          0.         -0.29729408 -0.40517592  0.9565285  -0.16128759
 -0.04585543  0.5463617  -0.15060945  0.77287644  0.07089943  1.1824754
  0.6049511   0.3424411   0.          0.        ]",False,0.0002849102020263672,adversary_1
3,"[ 0.          0.         -0.22639464  0.7772995   0.88562906 -1.3437631
 -0.11675486 -0.63611376 -0.22150889 -0.40959904 -0.07089943 -1.1824754
  0.53405166 -0.84003437 -0.          0.4       ]",2,0.0,"[ 0.         -0.         -0.29729408 -0.40517592  0.9565285  -0.16128759
 -0.04585543  0.5463617  -0.15060945  0.77287644  0.07089943  1.1824754
  0.6049511   0.3424411  -0.          0.4       ]",False,0.00033473968505859375,adversary_1
3,"[ 0.3         0.         -0.22639464  0.7772995   0.88562906 -1.3437631
 -0.11675486 -0.63611376 -0.23218548 -0.41651252 -0.07089943 -1.1824754
  0.53405166 -0.80003434  0.4         0.3       ]",2,0.0,"[ 0.3        -0.         -0.29729408 -0.40517592  0.9565285  -0.16128759
 -0.04585543  0.5463617  -0.16128604  0.76596296  0.07089943  1.1824754
  0.6049511   0.3824411   0.4         0.3       ]",False,0.0002980232238769531,adversary_1
3,"[ 0.525       0.         -0.19639464  0.7772995   0.855629   -1.3437631
 -0.14675486 -0.63611376 -0.2808695  -0.39861113 -0.07089943 -1.1824754
  0.54405165 -0.7700344   0.3         0.625     ]",1,0.0,"[ 0.525      -0.         -0.26729408 -0.40517592  0.92652845 -0.16128759
 -0.07585543  0.5463617  -0.20997007  0.7838643   0.07089943  1.1824754
  0.6149511   0.4124411   0.3         0.625     ]",False,0.00028705596923828125,adversary_1
3,"[ 0.09375     0.         -0.14389464  0.7772995   0.803129   -1.3437631
 -0.19925486 -0.63611376 -0.38990286 -0.3613658  -0.07089943 -1.1824754
  0.5215516  -0.7075344   0.625       0.46875   ]",4,0.0,"[ 0.09375    -0.         -0.21479407 -0.40517592  0.8740285  -0.16128759
 -0.12835543  0.5463617  -0.3190034   0.82110965  0.07089943  1.1824754
  0.59245104  0.4749411   0.625       0.46875   ]",False,0.00027680397033691406,adversary_1
3,"[ 0.0703125   0.3        -0.13451964  0.7772995   0.79375404 -1.3437631
 -0.20862986 -0.63611376 -0.4728321  -0.3313877  -0.07089943 -1.1824754
  0.57467663 -0.6606594   0.46875    -0.0484375 ]",0,0.0,"[ 0.0703125  -0.3        -0.20541906 -0.40517592  0.86465347 -0.16128759
 -0.13773042  0.5463617  -0.4019327   0.85108775  0.07089943  1.1824754
  0.64557606  0.5218161   0.46875    -0.0484375 ]",False,0.0002779960632324219,adversary_1
3,"[ 0.05273438  0.225      -0.12748839  0.80729955  0.7867228  -1.3737631
 -0.21566111 -0.66611373 -0.53502905 -0.33890417 -0.07089943 -1.2424755
  0.6145204  -0.6955031   0.3515625   0.36367187]",0,0.0,"[ 0.3527344  -0.225      -0.19838782 -0.43517593  0.8576222  -0.13128759
 -0.14476168  0.5763617  -0.46412963  0.9035713   0.07089943  1.2424755
  0.6854198   0.54697233  0.3515625   0.36367187]",False,0.0003063678741455078,adversary_1
3,"[ 0.03955078  0.16875    -0.12221495  0.82979953  0.7814494  -1.396263
 -0.22093455 -0.6886138  -0.5816768  -0.3745415  -0.04089943 -1.2874755
  0.6444032  -0.6816359   0.26367188  0.67275393]",0,0.0,"[ 0.26455078 -0.46875    -0.16311438 -0.4576759   0.8223488  -0.10878759
 -0.18003511  0.5988617  -0.5407773   0.91293395  0.04089943  1.2874755
  0.6853026   0.60583955  0.26367188  0.67275393]",False,0.0002899169921875,adversary_1
3,"[ 0.02966309  0.1265625  -0.11825987  0.84667456  0.77749425 -1.413138
 -0.22488962 -0.70548874 -0.61666256 -0.4312695  -0.01839943 -1.3512255
  0.6668153  -0.63123554 -0.2022461   0.5045654 ]",1,0.0,"[ 0.19841309 -0.3515625  -0.13665931 -0.50455093  0.7958937  -0.06191259
 -0.20649019  0.6457367  -0.5982631   0.91995597  0.01839943  1.3512255
  0.68521476  0.71998996 -0.2022461   0.5045654 ]",False,0.0002949237823486328,adversary_1
3,"[-0.2777527   0.09492187 -0.11529356  0.8593308   0.77452797 -1.4257944
 -0.22785594 -0.718145   -0.6429019  -0.5038155  -0.00152443 -1.399038
  0.64362437 -0.5934352  -0.15168457 -0.02157593]",1,0.0,"[ 0.14880982 -0.26367188 -0.116818   -0.5397072   0.7760524  -0.02675634
 -0.2263315   0.68089294 -0.64137745  0.8952225   0.00152443  1.399038
  0.6451488   0.8056027  -0.15168457 -0.02157593]",False,0.0002830028533935547,adversary_1
3,"[-0.5083145   0.07119141 -0.14306884  0.868823    0.80230325 -1.4352865
 -0.20008066 -0.7276372  -0.6325814  -0.588225    0.04113182 -1.4348973
  0.65623116 -0.605085   -0.5137634  -0.01618195]",1,0.0,"[ 1.1160736e-01 -4.9775392e-01 -1.0193701e-01 -5.6607437e-01
  7.6117140e-01 -3.8915372e-04 -2.4121249e-01  7.0726013e-01
 -6.7371321e-01  8.4667236e-01 -4.1131817e-02  1.4348973e+00
  6.1509937e-01  8.2981229e-01 -5.1376343e-01 -1.6181946e-02]",False,0.00027489662170410156,adversary_1
3,"[-0.6812359   0.05339355 -0.19390029  0.8759421   0.8531347  -1.4424056
 -0.14924921 -0.73475635 -0.594841   -0.6515321   0.103124   -1.4917918
  0.6556863  -0.61382234  0.01467743 -0.01213646]",1,0.0,"[ 0.08370552 -0.6733154  -0.09077628 -0.61584973  0.75001067  0.04938624
 -0.25237322  0.75703555 -0.697965    0.84025973 -0.103124    1.4917918
  0.5525623   0.8779695   0.01467743 -0.01213646]",False,0.00029206275939941406,adversary_1
3,"[-0.8109269   0.04004516 -0.26202387  0.8812815   0.9212583  -1.447745
 -0.08112562 -0.7400957  -0.53653574 -0.6690125   0.17961815 -1.5644628
  0.72527766 -0.62037534  0.01100807 -0.40910235]",4,0.0,"[ 0.06277914 -0.20498657 -0.08240572 -0.6831813   0.74164015  0.11671778
 -0.26074377  0.8243671  -0.71615386  0.8954503  -0.17961815  1.5644628
  0.5456595   0.9440874   0.01100807 -0.40910235]",False,0.00043320655822753906,adversary_1
3,"[-6.0819519e-01  3.3003387e-01 -3.4311655e-01  8.8528597e-01
  1.0023509e+00 -1.4517496e+00 -3.2934418e-05 -7.4410021e-01
 -4.3280676e-01 -6.8212271e-01  2.6698875e-01 -1.5889659e+00
  8.0747116e-01 -6.6529012e-01 -3.9174396e-01 -3.0682677e-01]",3,0.0,"[ 0.04708435 -0.15373993 -0.07612781 -0.7036799   0.73536223  0.13721643
 -0.2670217   0.84486574 -0.69979554  0.90684325 -0.26698875  1.5889659
  0.5404824   0.92367584 -0.39174396 -0.30682677]",False,0.0005180835723876953,adversary_1
