episode,observation,action,reward,next_observation,done,step_duration,agent
3,"[-0.5653334   0.3724535  -0.47726414  0.37868842  1.1364986  -0.9451519
  0.13411465 -0.23750262  0.2808695   0.39861113  0.20997007 -0.7838643
  0.82492113 -0.3714232   0.3         0.625     ]",1,0.0,"[ 0.525       0.         -0.19639464  0.7772995   0.855629   -1.3437631
 -0.14675486 -0.63611376 -0.2808695  -0.39861113 -0.07089943 -1.1824754
  0.54405165 -0.7700344   0.3         0.625     ]",False,0.0002880096435546875,adversary_0
3,"[-0.7355426   0.2997807  -0.5337975   0.41593376  1.1930319  -0.98239726
  0.19064799 -0.27474797  0.38990286  0.3613658   0.3190034  -0.82110965
  0.9114545  -0.34616858  0.625       0.46875   ]",0,0.0,"[ 0.09375     0.         -0.14389464  0.7772995   0.803129   -1.3437631
 -0.19925486 -0.63611376 -0.38990286 -0.3613658  -0.07089943 -1.1824754
  0.5215516  -0.7075344   0.625       0.46875   ]",False,0.00028324127197265625,adversary_0
3,"[-0.55165696  0.22483553 -0.6073517   0.44591182  1.2665862  -1.0123754
  0.26420224 -0.30472603  0.4728321   0.3313877   0.4019327  -0.85108775
  1.0475087  -0.32927164  0.46875    -0.0484375 ]",3,0.0,"[ 0.0703125   0.3        -0.13451964  0.7772995   0.79375404 -1.3437631
 -0.20862986 -0.63611376 -0.4728321  -0.3313877  -0.07089943 -1.1824754
  0.57467663 -0.6606594   0.46875    -0.0484375 ]",False,0.0002849102020263672,adversary_0
3,"[-0.41374272 -0.13137335 -0.6625174   0.46839538  1.3217518  -1.034859
  0.31936795 -0.3272096   0.53502905  0.33890417  0.46412963 -0.9035713
  1.1495495  -0.35659894  0.3515625   0.36367187]",3,0.0,"[ 0.05273438  0.225      -0.12748839  0.80729955  0.7867228  -1.3737631
 -0.21566111 -0.66611373 -0.53502905 -0.33890417 -0.07089943 -1.2424755
  0.6145204  -0.6955031   0.3515625   0.36367187]",False,0.0002899169921875,adversary_0
3,"[-0.31030703 -0.39853    -0.7038917   0.45525804  1.3631262  -1.0217216
  0.3607422  -0.31407225  0.5816768   0.3745415   0.5407773  -0.91293395
  1.22608    -0.30709442  0.26367188  0.67275393]",3,0.0,"[ 0.03955078  0.16875    -0.12221495  0.82979953  0.7814494  -1.396263
 -0.22093455 -0.6886138  -0.5816768  -0.3745415  -0.04089943 -1.2874755
  0.6444032  -0.6816359   0.26367188  0.67275393]",False,0.0003829002380371094,adversary_0
3,"[-0.23273027 -0.5988975  -0.7349224   0.41540506  1.3941568  -0.98186857
  0.39177293 -0.27421924  0.61666256  0.4312695   0.5982631  -0.91995597
  1.2834779  -0.19996604 -0.2022461   0.5045654 ]",3,0.0,"[ 0.02966309  0.1265625  -0.11825987  0.84667456  0.77749425 -1.413138
 -0.22488962 -0.70548874 -0.61666256 -0.4312695  -0.01839943 -1.3512255
  0.6668153  -0.63123554 -0.2022461   0.5045654 ]",False,0.0003299713134765625,adversary_0
3,"[-0.1745477  -0.7491731  -0.75819546  0.3555153   1.4174298  -0.92197883
  0.41504595 -0.21432951  0.6429019   0.5038155   0.64137745 -0.8952225
  1.2865263  -0.08961975 -0.15168457 -0.02157593]",0,0.0,"[-0.2777527   0.09492187 -0.11529356  0.8593308   0.77452797 -1.4257944
 -0.22785594 -0.718145   -0.6429019  -0.5038155  -0.00152443 -1.399038
  0.64362437 -0.5934352  -0.15168457 -0.02157593]",False,0.00028204917907714844,adversary_0
3,"[-0.13091078 -0.5618799  -0.7756502   0.28059798  1.4348847  -0.8470615
  0.43250072 -0.1394122   0.6325814   0.588225    0.6737132  -0.84667236
  1.2888126  -0.01686003 -0.5137634  -0.01618195]",4,0.0,"[-0.5083145   0.07119141 -0.14306884  0.868823    0.80230325 -1.4352865
 -0.20008066 -0.7276372  -0.6325814  -0.588225    0.04113182 -1.4348973
  0.65623116 -0.605085   -0.5137634  -0.01618195]",False,0.0002830028533935547,adversary_0
3,"[-0.09818309 -0.12140989 -0.7887413   0.22441     1.4479758  -0.7908735
  0.4455918  -0.08322421  0.594841    0.6515321   0.697965   -0.84025973
  1.2505273   0.03770977  0.01467743 -0.01213646]",2,0.0,"[-0.6812359   0.05339355 -0.19390029  0.8759421   0.8531347  -1.4424056
 -0.14924921 -0.73475635 -0.594841   -0.6515321   0.103124   -1.4917918
  0.6556863  -0.61382234  0.01467743 -0.01213646]",False,0.00029277801513671875,adversary_0
3,"[ 0.22636269 -0.09105741 -0.7985596   0.21226901  1.457794   -0.77873254
  0.4554101  -0.07108322  0.53653574  0.6690125   0.71615386 -0.8954503
  1.2618134   0.04863711  0.01100807 -0.40910235]",1,0.0,"[-0.8109269   0.04004516 -0.26202387  0.8812815   0.9212583  -1.447745
 -0.08112562 -0.7400957  -0.53653574 -0.6690125   0.17961815 -1.5644628
  0.72527766 -0.62037534  0.01100807 -0.40910235]",False,0.0003287792205810547,adversary_0
3,"[-0.13022798 -0.06829306 -0.7759233   0.20316327  1.4351578  -0.7696268
  0.43277383 -0.06197748  0.43280676  0.6821227   0.69979554 -0.90684325
  1.2402779   0.01683261 -0.39174396 -0.30682677]",3,0.0,"[-6.0819519e-01  3.3003387e-01 -3.4311655e-01  8.8528597e-01
  1.0023509e+00 -1.4517496e+00 -3.2934418e-05 -7.4410021e-01
 -4.3280676e-01 -6.8212271e-01  2.6698875e-01 -1.5889659e+00
  8.0747116e-01 -6.6529012e-01 -3.9174396e-01 -3.0682677e-01]",False,0.0003018379211425781,adversary_0
3,"[-0.09767099 -0.3512198  -0.78894615  0.19633396  1.4481806  -0.7627975
  0.44579664 -0.05514817  0.38501006  0.7219554   0.71752673 -0.9153879
  1.2141263  -0.00702075 -0.29380795  0.16987993]",4,0.0,"[-0.4561464  -0.0524746  -0.4039361   0.91828936  1.0631704  -1.4847529
  0.06078658 -0.7771036  -0.38501006 -0.7219554   0.3325167  -1.6373433
  0.8291163  -0.7289762  -0.29380795  0.16987993]",False,0.0006122589111328125,adversary_0
3,"[-0.07325324  0.03658515 -0.7987132   0.16121198  1.4579476  -0.7276755
  0.45556372 -0.02002619  0.34916252  0.7518299   0.70082515 -0.8917964
  1.1945126   0.04508922 -0.22035597  0.12740995]",1,0.0,"[-0.6421098  -0.03935594 -0.44955072  0.91304195  1.1087852  -1.4795054
  0.10640122 -0.7718561  -0.34916252 -0.7518299   0.35166267 -1.6436263
  0.8453501  -0.70674074 -0.22035597  0.12740995]",False,0.0004248619079589844,adversary_0
3,"[-0.35493994  0.02743886 -0.80603856  0.1648705   1.4652729  -0.73133403
  0.46288905 -0.02368471  0.29227686  0.7442358   0.688299   -0.87410283
  1.1798023   0.0541717  -0.56526697  0.09555746]",0,0.0,"[-0.78158236 -0.02951696 -0.5137617   0.9091063   1.172996   -1.4755698
  0.1706122  -0.76792055 -0.29227686 -0.7442358   0.39602214 -1.6183386
  0.8875255  -0.69006413 -0.56526697  0.09555746]",False,0.001870870590209961,adversary_0
3,"[-0.26620495  0.02057915 -0.8415325   0.16761439  1.500767   -0.7340779
  0.49838305 -0.02642859  0.24961261  0.73854023  0.7089044  -0.8908326
  1.1587696   0.06098356 -0.02395023  0.0716681 ]",3,0.0,"[-0.58618677 -0.02213772 -0.59191996  0.90615463  1.2511543  -1.4726181
  0.24877043 -0.7649688  -0.24961261 -0.73854023  0.45929176 -1.6293728
  0.90915704 -0.6775567  -0.02395023  0.0716681 ]",False,0.0008943080902099609,adversary_0
3,"[-0.19965371 -0.28456563 -0.86815304  0.1696723   1.5273875  -0.7361358
  0.52500355 -0.02848651  0.21761444  0.73426855  0.7243584  -0.93337995
  1.1829951   0.06609245  0.3820373   0.05375107]",1,0.0,"[-0.73964006 -0.01660329 -0.6505386   0.90394086  1.309773   -1.4704044
  0.3073891  -0.7627551  -0.21761444 -0.73426855  0.50674397 -1.6676486
  0.96538067 -0.6681761   0.3820373   0.05375107]",False,0.000766754150390625,adversary_0
3,"[-4.4974029e-01 -2.1342424e-01 -8.8811839e-01  1.4121574e-01
  1.5473528e+00 -7.0767927e-01  5.4496890e-01 -2.9943338e-05
  1.6361579e-01  7.6106477e-01  7.0594889e-01 -9.3529046e-01
  1.2411642e+00  9.9924125e-02  6.8652797e-01  4.0313303e-02]",1,0.0,"[-0.55473006 -0.01245247 -0.7245026   0.9022805   1.383737   -1.468744
  0.3813531  -0.76109475 -0.1636158  -0.76106477  0.5423331  -1.6963552
  1.0775484  -0.6611407   0.68652797  0.0403133 ]",False,0.0006189346313476562,adversary_0
3,"[-0.6373052  -0.16006817 -0.9330924   0.11987332  1.5923269  -0.6863368
  0.58994293  0.02131248  0.15311682  0.78116196  0.6921418  -0.93672335
  1.354791    0.12529787  0.914896    0.03023498]",1,0.0,"[-0.41604754 -0.00933935 -0.7799756   0.9010353   1.43921    -1.4674988
  0.4368261  -0.7598495  -0.15311682 -0.78116196  0.53902495 -1.7178853
  1.2016742  -0.6558641   0.914896    0.03023498]",False,0.000637054443359375,adversary_0
3,"[-0.7779789  -0.12005113 -0.99682295  0.1038665   1.6560574  -0.67033
  0.65367347  0.0373193   0.17524259  0.79623485  0.71178645 -0.93779796
  1.5100112   0.14432819  0.686172    0.42267624]",1,0.0,"[-0.31203565 -0.00700451 -0.82158035  0.90010136  1.4808148  -1.4665649
  0.47843087 -0.75891554 -0.17524259 -0.79623485  0.53654385 -1.7340329
  1.3347685  -0.65190667  0.686172    0.42267624]",False,0.002081155776977539,adversary_0
3,"[-0.8834842  -0.09003834 -1.0746208   0.09186138  1.7338552  -0.6583249
  0.73147136  0.04932441  0.22183691  0.8075395   0.72651994 -0.938604
  1.6564262   0.19860093  0.514629    0.71700716]",1,0.0,"[-0.23402674 -0.00525338 -0.8527839   0.8994009   1.5120183  -1.4658644
  0.50963444 -0.7582151  -0.22183691 -0.8075395   0.504683   -1.7461435
  1.4345894  -0.6089386   0.514629    0.71700716]",False,0.0005550384521484375,adversary_0
3,"[-0.96261317 -0.06752876 -1.1629692   0.08285755  1.8222036  -0.6493211
  0.81981975  0.05832824  0.28678265  0.816018    0.7375701  -0.93920845
  1.7962376   0.2793055  -0.01402825  0.53775537]",1,0.0,"[-0.17552006 -0.00394004 -0.8761866   0.89887553  1.535421   -1.4653391
  0.5330371  -0.7576898  -0.28678265 -0.816018    0.45078743 -1.7552265
  1.5094548  -0.5367125  -0.01402825  0.53775537]",False,0.0008609294891357422,adversary_0
3,"[-0.99877423 -0.04949753 -1.2592306   0.07610467  1.918465   -0.6425682
  0.9160811   0.06508112  0.36549196  0.8223769   0.74585766 -0.93966186
  1.891096    0.3398339   0.3894788   0.40331653]",1,0.0,"[-0.13164005 -0.00295503 -0.8937386   0.89848155  1.552973   -1.4649451
  0.55058914 -0.7572958  -0.36549196 -0.8223769   0.3803657  -1.7620387
  1.5256041  -0.482543    0.3894788   0.40331653]",False,0.0011730194091796875,adversary_0
4,"[ 0.          0.         -0.9357289   0.567799    1.4950601  -0.8153965
  0.9320563  -1.2890347   0.5804325  -0.31537092  0.5572638  -1.0843577
  0.89980936  0.2166259   0.          0.        ]",1,0.0,"[ 0.          0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -0.5804325   0.31537092 -0.02316866 -0.7689869
  0.31937695  0.53199685  0.          0.        ]",False,0.0007748603820800781,adversary_0
4,"[-0.3         0.         -0.9357289   0.567799    1.4950601  -0.8153965
  0.9320563  -1.2890347   0.5804325  -0.31537092  0.5572638  -1.0843577
  0.89980936  0.2166259   0.4         0.        ]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -0.5804325   0.31537092 -0.02316866 -0.7689869
  0.31937695  0.53199685  0.4         0.        ]",False,0.0005650520324707031,adversary_0
4,"[-0.525       0.         -0.9657289   0.567799    1.5250602  -0.8153965
  0.9620563  -1.2890347   0.61043245 -0.31537092  0.58726376 -1.0843577
  0.9698094   0.2166259   0.3        -0.4       ]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -0.61043245  0.31537092 -0.02316866 -0.7689869
  0.35937694  0.53199685  0.3        -0.4       ]",False,0.0004482269287109375,adversary_0
4,"[-0.69375     0.         -1.0182289   0.567799    1.5775602  -0.8153965
  1.0145563  -1.2890347   0.66293246 -0.31537092  0.6397638  -1.0843577
  1.0523094   0.1766259   0.625      -0.3       ]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -0.66293246  0.31537092 -0.02316866 -0.7689869
  0.38937694  0.49199682  0.625      -0.3       ]",False,0.0006091594696044922,adversary_0
4,"[-0.8203125   0.         -1.0876039   0.567799    1.6469351  -0.8153965
  1.0839313  -1.2890347   0.73230743 -0.31537092  0.7091388  -1.1143578
  1.1841844   0.1466259   0.06875    -0.225     ]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -0.73230743  0.31537092 -0.02316866 -0.7989869
  0.45187694  0.46199682  0.06875    -0.225     ]",False,0.0005590915679931641,adversary_0
4,"[-0.9152344   0.         -1.1696352   0.567799    1.7289664  -0.8153965
  1.1659626  -1.2890347   0.8143387  -0.31537092  0.79117006 -1.1368577
  1.2730906   0.12412591 -0.3484375  -0.16875   ]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -0.8143387   0.31537092 -0.02316866 -0.8214869
  0.45875195  0.43949682 -0.3484375  -0.16875   ]",False,0.0005538463592529297,adversary_0
4,"[-0.98642576  0.         -1.2611586   0.567799    1.8204898  -0.8153965
  1.257486   -1.2890347   0.90586215 -0.31537092  0.88269347 -1.1537328
  1.3297703   0.10725091 -0.66132814 -0.1265625 ]",4,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -0.90586215  0.31537092 -0.02316866 -0.83836186
  0.42390817  0.42262182 -0.66132814 -0.1265625 ]",False,0.0008928775787353516,adversary_0
4,"[-0.73981935  0.3        -1.3598012   0.567799    1.9191324  -0.8153965
  1.3561286  -1.2890347   1.0045047  -0.31537092  0.98133606 -1.166389
  1.3622801   0.09459466 -0.0959961  -0.09492187]",0,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.0045047   0.31537092 -0.02316866 -0.85101813
  0.3577754   0.40996557 -0.0959961  -0.09492187]",False,0.0005519390106201172,adversary_0
4,"[-0.5548645   0.225      -1.433783    0.59779894  1.9931144  -0.8453965
  1.4301105  -1.3190347   1.0784867  -0.34537092  1.025318   -1.2058812
  1.4266624   0.05510247 -0.47199708 -0.07119141]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.0784867   0.34537092 -0.05316866 -0.86051035
  0.34817576  0.4004734  -0.47199708 -0.07119141]",False,0.0007281303405761719,adversary_0
4,"[-0.7161484   0.16875    -1.4892695   0.620299    2.0486007  -0.8678965
  1.4855969  -1.3415346   1.1339731  -0.36787093  1.0283045  -1.2355003
  1.4349492   0.02548333  0.0460022  -0.05339355]",3,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.1339731   0.36787093 -0.10566866 -0.86762947
  0.30097607  0.39335424  0.0460022  -0.05339355]",False,0.0006067752838134766,adversary_0
4,"[-0.5371113  -0.1734375  -1.5608844   0.63717395  2.1202157  -0.88477147
  1.5572118  -1.3584096   1.205588   -0.38474593  1.0305443  -1.2577147
  1.5111642   0.00326897  0.43450165 -0.04004516]",4,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.205588    0.38474593 -0.17504366 -0.8729688
  0.30557626  0.38801488  0.43450165 -0.04004516]",False,0.000553131103515625,adversary_0
4,"[-0.40283346  0.16992188 -1.6145955   0.6198302   2.1739268  -0.86742777
  1.6109229  -1.3410659   1.259299   -0.36740217  1.0022242  -1.2443755
  1.6083255   0.0166082   0.7258762  -0.03003388]",0,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.259299    0.36740217 -0.25707492 -0.87697333
  0.34902644  0.38401037  0.7258762  -0.03003388]",False,0.0005700588226318359,adversary_0
4,"[-0.3021251   0.1274414  -1.6548789   0.6368224   2.21421    -0.8844199
  1.6512063  -1.3580581   1.2995824  -0.38439435  0.95098406 -1.264371
  1.7211965  -0.00338737  0.5444072   0.3774746 ]",0,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.2995824   0.38439435 -0.34859836 -0.87997675
  0.42161408  0.381007    0.5444072   0.3774746 ]",False,0.0005831718444824219,adversary_0
4,"[-0.22659382  0.09558105 -1.6850914   0.64956653  2.2444227  -0.89716405
  1.6814188  -1.3708023   1.3297949  -0.39713848  0.912554   -1.3093678
  1.8058497   0.02161595  0.40830538  0.68310595]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.3297949   0.39713848 -0.41724092 -0.91222924
  0.4760548   0.41875443  0.40830538  0.68310595]",False,0.0004649162292480469,adversary_0
4,"[-0.46994537  0.07168579 -1.7077508   0.6591247   2.267082   -0.9067222
  1.7040782  -1.3803604   1.3524543  -0.4066966   0.8837314  -1.3731153
  1.8693396   0.08036844  0.30622903  0.91232944]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.3524543   0.4066966  -0.46872285 -0.9664187
  0.51688534  0.48706505  0.30622903  0.91232944]",False,0.0005879402160644531,adversary_0
4,"[-0.652459    0.05376434 -1.7547452   0.6662932   2.3140764  -0.9138908
  1.7510726  -1.3875289   1.3994489  -0.41386518  0.8921145  -1.4209259
  1.9469571   0.16443281  0.22967178  1.0842471 ]",1,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.3994489   0.41386518 -0.5073343  -1.0070608
  0.54750824  0.578298    0.22967178  1.0842471 ]",False,0.0005600452423095703,adversary_0
4,"[-0.78934425  0.04032326 -1.8199912   0.67166966  2.3793225  -0.9192672
  1.8163186  -1.3929054   1.4646947  -0.4192416   0.89840186 -1.4567839
  2.03517     0.2674811   0.17225383  1.2131853 ]",4,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.4646947   0.4192416  -0.5662929  -1.0375422
  0.5704754   0.6867227   0.17225383  1.2131853 ]",False,0.0007681846618652344,adversary_0
4,"[-0.5920082   0.33024246 -1.8989257   0.675702    2.458257   -0.9232995
  1.8952531  -1.3969377   1.5436292  -0.42327392  0.93311733 -1.4836774
  2.13133     0.3847673   0.12759598  1.293723  ]",4,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.5436292   0.42327392 -0.61051184 -1.0604035
  0.5877008   0.8080412   0.12759598  1.293723  ]",False,0.0005660057067871094,adversary_0
4,"[-0.44400615  0.5476818  -1.9581264   0.7087262   2.5174577  -0.95632374
  1.9544538  -1.4299619   1.6028299  -0.45629817  0.95915395 -1.5638474
  2.2032905   0.48111534  0.0905674   1.2968414 ]",4,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.6028299   0.45629817 -0.64367604 -1.1075493
  0.6004604   0.9374135   0.0905674   1.2968414 ]",False,0.0005788803100585938,adversary_0
4,"[-0.33300462  0.71076137 -2.002527    0.76349443  2.5618582  -1.011092
  1.9988544  -1.4847301   1.6472306  -0.5110664   0.9786814  -1.653975
  2.2567477   0.5560313   0.06425273  1.2984111 ]",4,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.6472306   0.5110664  -0.6685492  -1.1429087
  0.6095171   1.0670977   0.06425273  1.2984111 ]",False,0.0005440711975097656,adversary_0
4,"[-0.24975346  0.83307105 -2.0358274   0.8345706   2.5951588  -1.0821681
  2.0321548  -1.5558063   1.680531   -0.5821425   0.963327   -1.7515707
  2.2964735   0.6147963   0.04557252  1.299201  ]",3,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.680531    0.5821425  -0.71720403 -1.1694282
  0.6159424   1.1969388   0.04557252  1.299201  ]",False,0.0005738735198974609,adversary_0
4,"[-0.18731509  0.32480326 -2.060803    0.9178777   2.620134   -1.1654751
  2.0571303  -1.6391133   1.7055064  -0.6654496   0.9218112  -1.8547674
  2.3260062   0.66140926  0.03231915  1.2995982 ]",3,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.7055064   0.6654496  -0.7836952  -1.189318
  0.6204997   1.3268589   0.03231915  1.2995982 ]",False,0.0006918907165527344,adversary_0
4,"[-0.14048631 -0.05639755 -2.0795343   0.950358    2.6388657  -1.1979555
  2.0758617  -1.6715937   1.7242379  -0.6979299   0.89067435 -1.902165
  2.3479695   0.7588888   0.02291868  1.299798  ]",3,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.7242379   0.6979299  -0.83356357 -1.2042352
  0.62373155  1.4568187   0.02291868  1.299798  ]",False,0.0005478858947753906,adversary_0
4,"[-0.10536474 -0.34229815 -2.093583    0.94471824  2.6529143  -1.1923157
  2.0899105  -1.6659539   1.7382866  -0.6922902   0.8373217  -1.9077133
  2.36431     0.8945083   0.01625195  1.2998984 ]",3,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.7382866   0.6922902  -0.90096486 -1.2154231
  0.6260234   1.5867985   0.01625195  1.2998984 ]",False,0.0005650520324707031,adversary_0
4,"[-0.07902355 -0.5567236  -2.1041195   0.9104884   2.6634507  -1.158086
  2.100447   -1.6317241   1.748823   -0.6580604   0.79730725 -1.9118744
  2.3764718   1.058728    0.0115243   1.2999489 ]",3,0.0,"[-0.         -0.         -0.35529643  0.25242805  0.9146277  -0.5000256
  0.35162383 -0.97366375 -1.748823    0.6580604  -0.9515158  -1.253814
  0.62764865  1.7167883   0.0115243   1.2999489 ]",False,0.0005750656127929688,adversary_0
1,"[ 0.          0.         -0.82410777  0.01667715  0.43982008 -0.22807296
  0.8762435  -0.5434644   0.49232957  0.47276726 -0.06593518 -0.16625333
  0.31448483  0.6845468   0.          0.        ]",3,0.0,"[ 0.          0.         -0.89004296 -0.14957619  0.50575525 -0.06181963
  0.94217867 -0.37721106  0.55826473  0.6390206   0.06593518  0.16625333
  0.38042     0.85080016  0.          0.        ]",False,0.0002880096435546875,adversary_1
1,"[ 1.0886116e-15 -3.0000001e-01 -8.2410777e-01  1.6677147e-02
  4.3982008e-01 -2.2807296e-01  8.7624347e-01 -5.4346442e-01
  4.9232957e-01  4.7276726e-01 -6.5935180e-02 -1.6625333e-01
  3.1448483e-01  6.8454683e-01  4.0000001e-01  0.0000000e+00]",0,0.0,"[-1.0886116e-15 -2.7448975e-15 -8.9004296e-01 -1.4957619e-01
  5.0575525e-01 -6.1819628e-02  9.4217867e-01 -3.7721106e-01
  5.5826473e-01  6.3902062e-01  6.5935180e-02  1.6625333e-01
  3.8042000e-01  8.5080016e-01  4.0000001e-01  0.0000000e+00]",False,0.0002970695495605469,adversary_1
1,"[ 1.9050703e-15 -2.2499999e-01 -8.2410777e-01 -1.3322853e-02
  4.3982008e-01 -1.9807296e-01  8.7624347e-01 -5.1346439e-01
  4.9232957e-01  5.0276726e-01 -6.5935180e-02 -1.3625333e-01
  3.5448483e-01  7.1454686e-01 -1.0000000e-01  0.0000000e+00]",4,0.0,"[-3.0000001e-01 -4.8035704e-15 -8.9004296e-01 -1.4957619e-01
  5.0575525e-01 -6.1819628e-02  9.4217867e-01 -3.7721106e-01
  5.5826473e-01  6.3902062e-01  6.5935180e-02  1.3625333e-01
  4.2041999e-01  8.5080016e-01 -1.0000000e-01  0.0000000e+00]",False,0.0003559589385986328,adversary_1
1,"[ 0.00098763  0.1332909  -0.82410777 -0.03582285  0.43982008 -0.17557296
  0.8762435  -0.4909644   0.46232957  0.52526724 -0.09593518 -0.11375333
  0.34448484  0.73704684 -0.475       0.        ]",3,0.0,"[-0.22598763 -0.3020409  -0.920043   -0.14957619  0.5357553  -0.06181963
  0.97217864 -0.37721106  0.55826473  0.6390206   0.09593518  0.11375333
  0.44042     0.85080016 -0.475       0.        ]",False,0.0002779960632324219,adversary_1
1,"[ 0.01014222 -0.18888417 -0.824009   -0.02249376  0.43972132 -0.18890205
  0.8761447  -0.5042935   0.40973082  0.51193815 -0.1186327  -0.15728651
  0.29688606  0.72371775  0.04375     0.        ]",4,0.0,"[-0.17889223 -0.23767833 -0.94264174 -0.17978027  0.558354   -0.03161554
  0.9947774  -0.34700698  0.5283635   0.6692247   0.1186327   0.15728651
  0.41551876  0.8810043   0.04375     0.        ]",False,0.0005590915679931641,adversary_1
1,"[ 0.00760667  0.15833688 -0.8229948  -0.04138218  0.43870708 -0.17001364
  0.8751305  -0.4854051   0.36934158  0.5608266  -0.13753615 -0.16216592
  0.30024683  0.74260616  0.4328125   0.        ]",1,0.0,"[ 0.16583084 -0.17825875 -0.96053094 -0.2035481   0.5762432  -0.0078477
  1.0126666  -0.32323915  0.5068777   0.72299254  0.13753615  0.16216592
  0.43778297  0.9047721   0.4328125   0.        ]",False,0.00028014183044433594,adversary_1
1,"[-0.294295    0.11875266 -0.82223415 -0.02554849  0.43794644 -0.18584733
  0.8743698  -0.50123876  0.33904967  0.5674929  -0.12171374 -0.19582549
  0.34276742  0.7267725   0.32460937  0.4       ]",2,0.0,"[ 0.42437312 -0.13369407 -0.94394785 -0.22137398  0.55966014  0.00997817
  0.99608356 -0.30541328  0.46076342  0.7633184   0.12171374  0.19582549
  0.46448115  0.92259794  0.32460937  0.4       ]",False,0.00028014183044433594,adversary_1
1,"[ 0.07927875  0.08906449 -0.85166365 -0.01367322  0.46737593 -0.19772258
  0.9037993  -0.51311404  0.31633073  0.57249266 -0.04984692 -0.22107016
  0.40465787  0.7548972  -0.15654297  0.3       ]",4,0.0,"[ 0.01827984 -0.10027055 -0.90151054 -0.23474339  0.5172228   0.02334758
  0.95364624 -0.29204386  0.36617765  0.7935628   0.04984692  0.22107016
  0.4545048   0.97596735 -0.15654297  0.3       ]",False,0.00027680397033691406,adversary_1
1,"[ 0.05945906  0.36679837 -0.84373575 -0.00476678  0.45944804 -0.20662904
  0.89587146 -0.52202046  0.26929155  0.6062424  -0.05594681 -0.24000366
  0.38107568  0.7759907  -0.51740724  0.225     ]",2,0.0,"[-0.2862901  -0.07520291 -0.8996826  -0.24477044  0.51539487  0.03337463
  0.9518182  -0.2820168   0.32523835  0.8462461   0.05594681  0.24000366
  0.4370225   1.0159944  -0.51740724  0.225     ]",False,0.0002770423889160156,adversary_1
1,"[ 0.3445943   0.27509877 -0.83778983  0.03191306  0.45350215 -0.24330887
  0.88992554 -0.5587003   0.23401214  0.6015548  -0.09052173 -0.2842038
  0.32338905  0.7618109  -0.3880554  -0.23125   ]",0,0.0,"[-0.5147176  -0.05640218 -0.9283116  -0.25229073  0.5440239   0.04089492
  0.98044723 -0.27449653  0.32453385  0.8857586   0.09052173  0.2842038
  0.41391078  1.0460147  -0.3880554  -0.23125   ]",False,0.00027632713317871094,adversary_1
